iata_code,name,latitude,longitude,country,city
,Togyzbay Airport,41.36169815,68.7410965,KZ,Togyzbay
,Turkestan Airport,43.27690125,68.19039917,KZ,Turkestan
,Uralsk West Airport,51.19609833,51.29940033,KZ,Uralsk
,Ush Tobe Airport,50.57619858,66.74220276,KZ,Vostochnyy
,Volskoye Airport,50.38880157,73.09420013,KZ,Volskoye
,Aksuyek Airport,44.61199951,74.56199646,KZ,Aksuyek
,Aktogay Air Base,46.89199829,79.84500122,KZ,Aktogay
LIN,Milano Linate Airport,45.445099,9.27674,IT,Milan
,Kurchatov Airfield,50.73500061,78.54000092,KZ,Kurchatov
,Zhangiztobe Air Base,49.22000122,81.30999756,KZ,Zhangiztobe
,Zhosaly Airport,45.51499939,64.08499908,KZ,Zhosaly
,Karas Air Base,48.73699951,58.04199982,KZ,Zhem
,Karas Air Base,48.73699951,58.04199982,KZ,Zhem
,Chundzha Airfield,43.59999847,79.43000031,KZ,Chundzha
,Dzhaman Kuduk Airfield,46.34700012,72.81999969,KZ,
,Charyn Airfield,43.72000122,79.47499847,KZ,Charyn
,Blagoveshchenskoye-Chu Airport,43.259973,74.038989,KZ,Aksu
,Tughyl Airport,47.675444,84.300148,KZ,Tughyl
,Zaysan West Airport,47.609809,84.57742,KZ,Zaysan
,Akzhar Airport,47.582142,83.726539,KZ,Akzhar
,Akkala Airport,47.784326,82.65697,KZ,Aksuat
,Zubovsk Airport,49.800103,84.214661,KZ,Zyryanovsk
LIO,Limon International Airport,9.957960129,-83.02200317,CR,Puerto Limon
,Akchatau Airport,47.891086,74.054011,KZ,Akchatau
,Gora Sasyrly Airport,47.17,71.39,KZ,Dzhambul
,Koktas Southwest Airport,47.351,70.616,KZ,Koktas
,Koktas Airport,47.341,70.684,KZ,Koktas
,Cambala Airport,46.02491,73.494567,KZ,Priozersk
,Jeppesen Avia Club Airport,44.564,76.6392,KZ,Bakbakty
,Yrgyz Airport,48.626201,61.2373,KZ,Yrgyz
,Beyneu Airport,45.33196,55.12443,KZ,Beyneu
,Novotroitskoye Airport,53.9114,61.5384,KZ,Novotroitskoye
,Amangeldy Airfield,50.205601,65.178643,KZ,Amangeldi
,Dolon Southwest Air Base,50.25,79.08329773,KZ,Semey
,Dolon Air Base,50.54000092,79.19000244,KZ,Semey
LIP,Lins Airport,-21.66399956,-49.73049927,BR,Lins
,Eglin Auxiliary Field 6 Airport,30.63369942,-86.74269867,US,Valparaiso
,Pacemaker Landing Zone Airport,47.02170181,-122.4459991,US,
,General Mitchell Intl Heliport,42.9378,-87.9003,US,Milwaukee
,Adams Field Heliport,34.7315,-92.2391,US,Little Rock
,Davison Army Airfield Heliport,38.7174,-77.180402,US,Fort Belvoir
,West Bend Municipal Helipad,43.42194444,-88.13333333,US,West Bend
,Naval Medical Center Helipad,36.84833333,-76.31388889,US,Portsmouth
,Camp Roberts Heliport,35.79138889,-120.7427778,US,San Miguel
,Pyramid Head Helipad,32.8366,-118.381601,US,San Clemente Island
,Marine Corps Recruit Depot Heliport,32.3441,-80.6733,US,Parris Island
,Ottawa Executive Airport,42.81719971,-85.92810059,US,Zeeland
LIQ,Lisala Airport,2.17066,21.496901,CD,
,Elkin Municipal Airport,36.27999878,-80.78610229,US,Elkin
,Schuylkill County /Joe Zerbey/ Airport,40.70650101,-76.37310028,US,Pottsville
LIR,Daniel Oduber Quiros International Airport,10.5933,-85.544403,CR,Liberia
LIS,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,PT,Lisbon
,Black Rock Airport,35.08319855,-108.7919998,US,Zuni Pueblo
LIT,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,US,Little Rock
,Pebbly Beach Seaplane Base,33.338402,-118.311996,US,Avalon
,Fallbrook Community Airpark,33.35419846,-117.2509995,US,Fallbrook
,Coal Creek Airport,65.31130219,-143.1349945,US,Yukon Charley Rivers
,Pearce Ferry Airport,36.09360123,-114.0459976,US,Meadview
,Rio Linda Airport,38.67499924,-121.4449997,US,Rio Linda
,Grand Canyon Caverns Airport,35.52830124,-113.2470016,US,Peach Springs
,Colfax Airport,31.516001,-92.6912,US,Colfax
,Moundville Airport,32.96820068,-87.64060211,US,Moundville
,Oceano County Airport,35.10139847,-120.6220016,US,Oceano
,Lodi Airpark,38.08409882,-121.3160019,US,Lodi
,Agua Caliente Airport,32.95009995,-116.2929993,US,Agua Caliente Springs
,Hidden Hills Airport,36.00640106,-115.862999,US,Pahrump
,Shoshone Airport,35.96860123,-116.2689972,US,Shoshone
,Jacumba Airport,32.61600113,-116.1650009,US,Jacumba
,Roy Williams Airport,34.154202,-116.251999,US,Joshua Tree
,Mackeys Lakes Seaplane Base,60.53359985,-150.9960022,US,Soldotna
,Ida's Heliport,33.00429916,-93.89320374,US,Ida
,Kibs Air Park,30.3813,-92.146004,US,Bristol
,Ocotillo Airport,33.15000153,-116.1330032,US,Ocotillo Wells
,Alamo Landing Field,37.36249924,-115.1940002,US,Alamo
,Robe Lake Seaplane Base,61.08710098,-146.1439972,US,Valdez
,Jones Landing Seaplane Base,61.55479813,-149.9389954,US,Big Lake
,LS 6 Airfield,18.924999,102.450996,LA,Vang Vieng
,Long Tieng Airfield,19.10700035,102.9240036,LA,
,Muang Ou Tai,22.12194444,101.7991667,LA,
,Muang Souy Airfield,19.52388889,102.8891667,LA,Muang Souy
,Baton Rouge General Medical Center Heliport,30.39489937,-91.09449768,US,Baton Rouge
,Millers Flying Service Airport,30.48349953,-92.54679871,US,Basile
,Hammond Developmental Center Heliport,30.51840019,-90.5664978,US,Hammond
,LSU University Hospital Heliport,29.956444,-90.084969,US,New Orleans
,Cane-Air Airport,30.0502,-91.066803,US,Belle Rose
,Baton Rouge Heliport,30.36420059,-91.0490036,US,Baton Rouge
,St Luke General Hospital Heliport,30.40189934,-91.93509674,US,Arnaudville
,Price Ultralightport,30.51749992,-90.00830078,US,Abita Springs
,Jesuits Bend Heliport,29.75830078,-90.03230286,US,Belle Chasse
,Air Logistics (Intracoastal City) Heliport,29.78409958,-92.16369629,US,Intracoastal City
,Metro Ambulance Service Heliport,32.507401,-92.111198,US,Monroe
,Nl Baroid Heliport,29.09880066,-90.21040344,US,Fourchon
,LA State Police Troop B Helipad Heliport,30.010814,-90.239242,US,Kenner
,Shaw Crop Service Airport,30.57819939,-90.31590271,US,Hammond
,Coffman Heliport,32.51055527,-92.15083313,US,West Monroe
,Wilbert Airport,30.25989914,-91.28620148,US,Plaquemine
,Castille Field,30.24600029,-91.8667984,US,Breaux Bridge
,Pioneer Field Flight Park Ultralightport,32.60179901,-93.69409943,US,Bossier City
,Bunkie General Hospital Heliport,30.95249939,-92.17690277,US,Bunkie
,Cchcc Heliport,32.01670074,-93.33329773,US,Coushatta
,St Francis Cabrini Hospital Heliport,31.28325,-92.462718,US,Alexandria
,Chloe Airport,30.25489998,-93.1352005,US,Lake Charles
,PG&E Livermore Training Center Heliport,37.699064,-121.709742,US,Livermore
,Citizens Medical Center Heliport,32.0780983,-92.09420013,US,Columbia
,St Tammany Parish Hospital Heliport,30.46780014,-90.11380005,US,Covington
,Central Farmers Coop Airport,30.69739914,-92.41400146,US,Mamou
,Unicorn Airport,30.66110039,-90.23329926,US,Folsom
,Texas Eastern Transmission Maintenance Hq Heliport,30.22380066,-93.12930298,US,Lake Charles
,Louisiana State Police Headquarters Heliport,30.44820023,-91.10600281,US,Baton Rouge
,Byrd Regional Hospital Heliport,31.137544,-93.269162,US,Leesville
,Phoenix Airport,30.24819946,-92.24169922,US,Rayne
,Gotreaux Strip,30.20000076,-92.9332962,US,Lacassine
,Lake Air Service Airport,30.08349991,-92.68360138,US,Lake Arthur
,Cuba Farm Airport,32.57649994,-92.11370087,US,Monroe
,Reno Flight Park Airport,32.40520096,-92.06639862,US,Monroe
,Summerville Airstrip,31.1621,-92.422096,US,Le Compte
,Whitehall Field Ultralightport,30.07980537,-90.8932724,US,Convent
,West Feliciana Parish Hospital Heliport,30.78470039,-91.36530304,US,St Francisville
,Pelican Seaplane Base,30.26689911,-89.80529785,US,Slidell
,Chalkley Heliport,30.01070023,-93.05130005,US,Bell City
,F L Braughton Airport,31.34390068,-91.59279633,US,Vidalia
,Dupuis Airport,30.315667,-91.940778,US,Breaux Bridge
,Capozzoli Airport,30.3503,-90.922203,US,Prairieville
,Air Logistics 2 Heliport,30.04520035,-91.88150024,US,New Iberia
,Calpine Heliport,30.2307663,-90.06401825,US,St Gabriel
,River West Medical Center Heliport,30.26210022,-91.24510193,US,Plaquemine
,Omni Airport,30.5041008,-91.3022995,US,Port Allen
,Marathon Venice Heliport,29.28610039,-89.36389923,US,Venice
,Max Airport,30.9939003,-92.04460144,US,Cottonport
,Fourchon Base Heliport,29.10269928,-90.18540192,US,Leeville
,Mobil Heliport,30.1060009,-94.69490051,US,Lake Arthur
,Stuart Airstrip,32.01819992,-93.43070221,US,Coushatta
,T & M Ag Aviation Airport,32.69879913,-93.82379913,US,Dixie
,Tensas Flying Service Airport,31.9775,-91.263889,US,St. Joseph
,Gilliam Airport,32.83760071,-93.83769989,US,Gilliam
,Lake Charles Memorial Heliport,30.20490074,-93.19740295,US,Lake Charles
,Naylor Airport,32.34180069,-93.65850067,US,Robson
,Kinder Ag Service Airport,30.399099,-92.408997,US,Eunice
,Peter Creek Ranch Airport,32.97900009,-92.59320068,US,Spearsville
,Thibodaux Regional Medical Center Heliport,29.78630066,-90.81400299,US,Thibodaux
,Live Oak Landing Strip,29.824421,-92.115511,US,Abbeville
,Kenan Airstrip,30.00839996,-92.24120331,US,Kaplan
,Grand View Lodge Heliport,29.834722,-93.000556,US,Lake Charles
,Travis Airport,32.97169876,-91.83080292,US,Bastrop
,Bayou Boeuf Seaplane Base,29.68350029,-91.10009766,US,Amelia
,Acadian Medical Center Heliport,30.496667,-92.387222,US,Eunice
,Arco Morgan City Heliport,29.64220047,-91.10199738,US,Amelia
,Angola Airstrip,30.95159912,-91.58480072,US,Angola
,Zaunbrecher Strip,30.31579971,-92.51989746,US,Iota
,Jenkins Heliport,30.47159958,-91.07959747,US,Baton Rouge
,Erath Heliport,29.91710091,-92.0515976,US,Erath
,O'Brien Flying Service Airport,30.22439957,-93.00019836,US,Iowa
,Dauterive Hospital Heliport,30.00740051,-91.79399872,US,New Iberia
,Huffaker Field,29.60860062,-90.8022995,US,Houma
,Cagc Berwick Heliport,29.70470047,-91.22229767,US,Berwick
,Glenn's Strip Ultralightport,30.2052784,-92.21444702,US,Duson
,Spillers Club Airport,30.22940063,-91.90840149,US,Breaux Bridge
,Tebow Airport,30.9632,-92.174599,US,Bunkie
,Cagc Dock Heliport,29.7894001,-93.32240295,US,Cameron
,Sycamore Airport,30.71850014,-90.35790253,US,Amite
,Popeyes Heliport,29.96829987,-90.18229675,US,New Orleans
,Cheneyville Airport,30.00160027,-92.28009796,US,Cheneyville
,Va Medical Center Heliport,31.35320091,-92.43710327,US,Alexandria
,Mc Cutcheon Field,30.89599991,-91.04589844,US,Clinton
,St Elizabeth Hospital,30.20944405,-90.93083191,US,Gonzales
,Odeco Cocodrie Heliport,29.249399,-90.662003,US,Cocodrie
,Tenneco-Cocodrie Heliport,29.23719978,-90.66590118,US,Cocodrie
,Covington-Vincent Airport,30.50959969,-90.1529007,US,Covington
,Hensgens Strip,30.344601,-92.343201,US,Crowley
,Southern Baptist Hospital Heliport,29.93740082,-90.10399628,US,New Orleans
,Walsh Airport,30.29433378,-92.42620087,US,Crowley
,Gary Landing Strip Ultralightport,30.22130013,-91.83350372,US,Parks
,Union Dulac Heliport,29.37299919,-90.72059631,US,Dulac
,Children's Hospital Heliport,29.916944,-90.128333,US,New Orleans
,Corkern Airport,30.722401,-90.065399,US,Enon
,Abbeville General Hospital Heliport,29.974361,-92.108433,US,Abbeville
,Riverbend Heliport,30.7609005,-91.33860016,US,St Francisville
,Lady of the Sea Hospital Heliport,29.50020027,-90.33339691,US,Galliano
,West Bay Seaplane Base,29.13190079,-89.38809967,US,Venice
,Medical Center of Baton Rouge Heliport,30.44210052,-91.00009918,US,Baton Rouge
LIV,Livengood Camp Airport,65.467,-148.6534,US,Livengood
,Angola International Airport (Under Construction),-9.0484,13.5026,AO,Luanda
,Tiranë Heliport,41.3111111,19.88,AL,
,Gjadër Air Base,41.895199,19.5987,AL,Gjadër
,Korçë Northwest Airport,40.64569855,20.74150085,AL,Korçë
,Kukës Airport,42.03369904,20.41589928,AL,Kukës
,Kuçovë Air Base,40.77190018,19.90189934,AL,Kuçovë
,Shkodër Airport,42.089361,19.509111,AL,Shkodër
LIW,Loikaw Airport,19.69149971,97.21479797,MM,Loikaw
,Vlorë Air Base,40.47610092,19.4741993,AL,Vlorë
,Tsalapita Airfield,42.188747,24.535716,BG,Tsalapita
,Sofia West Airport,42.444199,22.9835,BG,Radomir
,Tenevo Airstrip,42.346401,26.5739,BG,Tenevo
,Zimnitsa Airstrip,42.600498,26.633699,BG,Zimnitsa
,Stanke Dimitrov Air Base,42.311699,23.246901,BG,Sapareva Banya
,Podem Airstrip,43.548199,24.590401,BG,Podem
,Maslarevo Airstrip,43.405399,25.474001,BG,Maslarevo
,Stryama Airfield,42.285301,24.8685,BG,Stryama
,Levski Airport,43.36940002,25.14909935,BG,Levski
,Konush Airstrip,42.072399,25.053301,BG,Konush
,Leskovo Airfield,43.726601,27.686001,BG,Leskovo
,Stefanovo Airstrip,43.506901,27.8449,BG,Stefanovo
,Golyama Smolnitsa Airport,43.62789917,27.69409943,BG,Smolnitsa
,Sokolovo Airstrip,43.475601,28.102699,BG,Sokolovo
,Stanke Dimitrov Highway Strip,42.175701,23.0509,BG,Boboshevo
,Mustrak Airport,41.84000015,26.30970001,BG,Mustrak
,Graf Ignatievo South Airport,42.263196,24.719299,BG,Graf Ignatievo
,Kamenets Airport,43.32730103,25.0034008,BG,Kamenets
,Dobrich Air Base,43.60960007,27.83650017,BG,Dobrich
,Petrich Airport,41.44829941,23.21710014,BG,Petrich
,Bahovitsa,43.2061111,24.6555556,BG,
LIX,Likoma Island Airport,-12.075833,34.737222,MW,Likoma Island
,Bohot Airport,43.30638885,24.69138908,BG,Bohot
,Byala,43.4634836,25.7116132,BG,
,Ravnetz Air Base,42.52610016,27.26959991,BG,Ravnetz
,Bazan,43.7284294,26.1196959,BG,
,Daskal Atanasovo,42.3213889,25.8936111,BG,
,Dolna Banya Airport,42.3085289,23.8204174,BG,Dolna Banya
,Gorski Izvor,42.0358333,25.4083333,BG,
LIY,Wright AAF (Fort Stewart)/Midcoast Regional Airport,31.889099,-81.562303,US,Fort Stewart(Hinesville)
,Grivitsa Airfield,43.415062,24.730515,BG,Grivitsa
LIZ,Loring International Airport,46.950401,-67.885902,US,Limestone
,Uzundzhovo Navy Airbase,41.976398,25.5898,BG,Haskovo
,Ihtiman Airfield,42.42189,23.767221,BG,Ihtiman
,Kainardzha Airport,43.97041702,27.46955681,BG,Kainardzha
,Kalvacha Airport,42.58625031,25.42625046,BG,Kalvacha
,Lozen Heliport,42.61938858,23.50147247,BG,Lozen
,Lesnovo Airport,42.6344986,23.64644432,BG,Lesnovo
LJA,Lodja Airport,-3.417000055,23.45000076,CD,Lodja
,Maritsa Airfield,42.2652,24.7205,BG,Maritsa
,Gabrovnitsa Air Base,43.5443,23.272499,BG,Gabrovnitsa
,Montana,43.3826194,23.2632026,BG,
LJG,Lijiang Airport,26.68000031,100.2460022,CN,Lijiang
,Graf Ignatievo Air Base,42.29040146,24.7140007,BG,Graf Ignatievo
,Dolna Mitropoliya Air Base,43.451401,24.5028,BG,Dolna Mitropoliya
,Primorsko Airport,42.2596,27.703846,BG,Primorsko
,Cheshnegirovo Air Base,42.11410141,24.99290085,BG,Sadovo
,Erden Airport,43.499168,23.304722,BG,Erden
LJN,Texas Gulf Coast Regional Airport,29.10860062,-95.46209717,US,Angleton/Lake Jackson
,Slanchev Bryag,42.7263814,27.6250285,BG,
,Dobroslavtsi Air Base,42.81240082,23.2996006,BG,Sofia
LJU,Ljubljana Jože Pučnik Airport,46.223701,14.4576,SI,Ljubljana
,Sliven Airfield,42.64630127,26.3593998,BG,Sliven
LKA,Gewayentana Airport,-8.274424,123.002,ID,Larantuka-Flores Island
,Stryama Airfield,42.540279,24.825222,BG,Stryama
LKB,Lakeba Island Airport,-18.19919968,-178.8170013,FJ,Lakeba Island
LKC,Lekana Airport,-2.313,14.606,CG,Lekana
,Vidin Smurdan Airfield,44.0224,22.816099,BG,Vidin
,Vratsa Airport,43.2559,23.5327,BG,Vratsa
,Balchik Air Base,43.42380142,28.18129921,BG,Balchik
,Chaika Helicopter Base,43.188139,27.848255,BG,
LKD,Lakeland Airport,-15.83329964,144.8500061,AU,Lakeland Downs
,Izgrev Airport,43.27722168,27.70194435,BG,Izgrev
LKE,Kenmore Air Harbor Seaplane Base,47.62900162,-122.3389969,US,Seattle
LKG,Lokichoggio Airport,4.204120159,34.34820175,KE,Lokichoggio
LKH,Long Akah Airport,3.299999952,114.7829971,MY,Long Akah
LKK,Kulik Lake Airport,58.98210144,-155.1210022,US,Kulik Lake
LKL,Banak Airport,70.06880188,24.9734993,NO,Lakselv
,Sepurine Training Base,44.209999,15.1632,HR,Zaton
,Ploce Airport,43.0387001,17.42959976,HR,Ploce
LKN,Leknes Airport,68.15249634,13.6093998,NO,Leknes
LKO,Chaudhary Charan Singh International Airport,26.76059914,80.88929749,IN,Lucknow
,Vukovar Borovo N Airport,45.386398,18.962799,HR,Vukovar
,Osijek-Čepin Airfield,45.5427778,18.6319444,HR,Čepin
,Slavonski Jelas Airport,45.15610123,17.98810005,HR,Slavonski
LKP,Lake Placid Airport,44.26449966,-73.9618988,US,Lake Placid
,Vinkovci Sopot Airport,45.25109863,18.75919914,HR,Vinkovci
LKU,Lake Rudolf Airport,3.416666985,35.8833313,KE,Lake Rudolf
,Medulin Campanoz Airport,44.84329987,13.9041996,HR,Medulin
,Unije Airport,44.62829971,14.24110031,HR,Unije Island
,Pula Seaplane Terminal,44.876066,13.846447,HR,Pula
,Vrsar Crljenka Airport,45.14170074,13.63059998,HR,Vrsar
,Grobnicko Polje Airport,45.37950134,14.50380039,HR,Grobnicko
LKV,Lake County Airport,42.16109848,-120.3990021,US,Lakeview
,Otočac Airport,44.84777451,15.28661728,HR,Otočac
,Rab Seaplane Terminal,44.756391,14.764118,HR,Rab
LKW,Lekhwair Airport,22.80498468,55.37336826,OM,
,Firule Heliport,43.50292969,16.46221924,HR,Split
,Hvar Airport,43.181702,16.633301,HR,Hvar Island
,Hvar/Jelsa Seaplane Base,43.172778,16.700172,HR,Hvar
,Lumbarda Seaplane Terminal,42.923159,17.17049,HR,Lumbarda
LKY,Lake Manyara Airport,-3.37631011,35.81829834,TZ,Lake Manyara National Park
,Split-Resnik Seaplane Base,43.529313,16.301927,HR,Split
,Sinj Glider Airport,43.70029831,16.67140007,HR,Sinj
,Varaždin Airport,46.29464722,16.38293266,HR,Varaždin
,Čakovec Pribisla Airport,46.39189911,16.50029945,HR,Čakovec
,Daruvar Blagorod Airport,45.55939865,17.03310013,HR,Daruvar
,Koprivnica Danic Airport,46.21310043,16.83720016,HR,Koprivnica
LKZ,RAF Lakenheath,52.40930176,0.56099999,GB,Lakenheath
LLA,Luleå Airport,65.54380035,22.12199974,SE,Luleå
,Buševec Velika Glider Airport,45.64749908,16.12439919,HR,Busevec
,Čazma Grabovnica Airport,45.74969864,16.66360092,HR,Čazma
LLB,Libo Airport,25.4525,107.961667,CN,Libo County
,Zvekovac,45.823056,16.5,HR,Zvekovac
,Ivanić-Grad Airstrip,45.719874,16.343272,HR,Ivanić-Grad
,Bjelovar Brezova Airport,45.8608017,16.83580017,HR,Bjelovar
,Aerodrom Zabok-Gubaševo,46.013233,15.860129,HR,Zabok
,Lučko Airport,45.76689911,15.84860039,HR,Zagreb
,Novalja Seaplane Terminal,44.5527,14.8838,HR,Novalja
,Sisak,45.465556,16.486389,HR,
,Udbina Air Base,44.55759811,15.77439976,HR,Udbina
,Aeródromo forestal de Mojados,41.465728,-4.713068,ES,Mojados
,Jayena Airfield,36.930698,-3.83538,ES,Jayena
,Tablada Airport,37.3517,-6.01456,ES,Sevilla
LLE,Riverside Airport,-25.43000031,31.57670021,ZA,Malelane
LLF,Lingling Airport,26.338661,111.610043,CN,Yongzhou
LLG,Chillagoe Airport,-17.14279938,144.529007,AU,
,Ampuriabrava Airfield,42.259998,3.109722,ES,Empuriabrava
LLH,Reginaldo Hammer Airport,15.4422,-87.8988,HN,La Lima
,Alfes Airport,41.549999,0.65,ES,LLeida - Alfes
,La Axarquía-Leoni Benabu Airport,36.80166626,-4.135556221,ES,Málaga
LLI,Lalibella Airport,11.97500038,38.97999954,ET,Lalibela
LLJ,Lalmonirhat Airport,25.88750076,89.43309784,BD,Lalmonirhat
,Costa Brava-Centro Heliport,41.80770111,3.037179947,ES,
,Beas De Segura Airport,38.27111053,-2.948889017,ES,Jaén
LLJ,Silampari Airport,-3.27775,102.901001,ID,Lubuk Linggau-Sumatra Island
,Sa Sabina Heliport,38.71659851,1.399960041,ES,Formentera Island
LLK,Lankaran International Airport,38.74639893,48.81800079,AZ,Lankaran
,BP Oil España Heliport,39.957901,-0.011632,ES,Castellón de La Plana
LLL,Lissadell Airport,-16.661,128.594,AU,Lissadell Station
,La Nava - Corral De Ayllón Airfield,41.410801,-3.44833,ES,Corral de Ayllón
,Cas Curredó Heliport,38.92910004,1.466330051,ES,Ibiza Island
,La Cerdanya Airport,42.38639832,1.866670012,ES,Alp
,Calaf-Sallavinera Airport,41.744202,1.55694,ES,Sant Pere Sallavinera
LLM,Long Lama Airport,3.766669989,114.4666672,MY,Long Lama
,Santa Cilia De Jaca Airport,42.569199,-0.727778,ES,Huesca
,Castejón de los Monegros Airport,41.60779953,-0.218327001,ES,Huesca
,Castellon De La Plana Aerodrome,39.999199,0.026111,ES,Castellón de La Plana
LLN,Kelila Airport,-3.75,138.6666718,ID,Kelila-Papua Island
,El Castaño Airport,39.01070023,-4.386360168,ES,Luciana
LLO,Bua Airport,-3.082997,120.245018,ID,Palopo
,Base Aérea de Colmenar Viejo,40.697296,-3.763255,ES,Colmenar Viejo
,Campolara Airport,40.903099,-4.52028,ES,Segovia
LLS,Alferez Armando Rodriguez Airport,-24.72139931,-60.54880142,AR,Las Lomitas
,Dirección General de Tráfico Heliport,40.44929886,-3.646130562,ES,Madrid
,Hospital Doce de Octubre Heliport,40.37473628,-3.699852526,ES,Madrid
,Base Aérea de El Copero,37.313164,-5.999058,ES,Dos Hermanas
,El Musel Heliport,43.54973221,-5.695445538,ES,Gijón
,El Manantío Airport,38.77750778,-6.991124153,ES,Badajoz
,E. Castellanos-Villacastín Airport,40.78390121,-4.462779999,ES,Villacastin
,Expo 92 Heliport,37.39929962,-6.010674953,ES,Sevilla
,Fuentemilanos Airport,40.88861084,-4.237500191,ES,Segovia
,Fira M2 Heliport,41.35390091,2.129169941,ES,Barcelona
,Armilla Air Base,37.1332016,-3.63568997,ES,Armilla
,Altarejos-Guadalcanal Private Airfield,38.1717,-5.73953,ES,Sevilla
,Garidells Heliport,41.21390152,1.241559982,ES,Tarragona
LLU,Alluitsup Paa Heliport,60.46445,-45.56917,GL,Alluitsup Paa
,El Rinconcillo de Guadalupe,39.5941266,-6.2062759,ES,
LLV,Lüliang Airport,37.683333,111.142778,CN,Lüliang
,Parque De Garraf-Sitges Heliport,41.27389908,1.914720058,ES,
,Getafe Air Base,40.29410172,-3.723829985,ES,Getafe
,Aeródromo de Guadalupe,39.345699,-5.19735,ES,Guadalupe
,Campo Gaviota Heliport,43.44169998,-2.753609896,ES,
,Garray Airport,41.82310104,-2.478610039,ES,Soria
,Hospital Alcorcón Heliport,40.34970238,-3.838190138,ES,Alcorcón
,Ciudad Sanitaria y Universitaria de Bellvitge Heliport,41.34529877,2.10729003,ES,Barcelona
LLW,Lilongwe International Airport,-13.7894001,33.78099823,MW,Lilongwe
,Helicsa Heliport,39.07120132,-1.83434999,ES,Albacete
,Hospital General De Catalunya Heliport,41.47359848,2.042500019,ES,
,Hinojosa del Duque Airport,38.51209,-5.107215,ES,Hinojosa del Duque
,Hospital Universitario Joan XXIII Heliport,41.12559891,1.238129973,ES,Tarragona
,Hospital General De Manresa Heliport,41.72000122,1.840559959,ES,Manresa
LLX,Caledonia County Airport,44.56909943,-72.01799774,US,Lyndonville
,Igualada/Odena Airfield,41.585602,1.65306,ES,Barcelona
,Iurreta Heliport,43.18190002,-2.646389961,ES,Durango
,La Perdiz - Torre De Juan Abad Airport,38.51309967,-3.364330053,ES,Torre de Juan Abad
,Hotel Rey Juan Carlos I Heliport,41.38249969,2.10916996,ES,Barcelona
,Madrigalejo Del Monte Airport,42.13439941,-3.731029987,ES,Madrigalejo Del Monte
LLY,South Jersey Regional Airport,39.94290161,-74.84570313,US,Mount Holly
,Hospital Doctor Josep Trueta Heliport,41.9978981,2.821399927,ES,Gerona
,La Juliana Airport,37.29499817,-6.162499905,ES,Sevilla
,La Calderera Airport,38.7478981,-3.514559984,ES,Valdepeñas
LMA,Minchumina Airport,63.886002,-152.302002,US,Minchumina
,Alhama De Murcia Airport,37.74890137,-1.302160025,ES,Cánovas
,Aeródromo de Linares,38.133211,-3.642554,ES,Linares
LMB,Salima Airport,-13.7558927,34.58418846,MW,Salima
,Almansa Airport,38.89500046,-1.113180041,ES,Albacete
LMC,La Macarena Airport,2.17565,-73.78674,CO,La Macarena
LMC,El Refugio/La Macarena Airport,2.1736,-73.7862,CO,La Macarena
,Lillo Airport,39.71689987,-3.320559978,ES,Lillo
LMD,Los Menucos Airport,-40.817699,-68.074699,AR,Los Menucos
,Mafé - Gibraleón Airport,37.3643,-6.92094,ES,Gibraleón
LME,Le Mans-Arnage Airport,47.94860077,0.201666996,FR,Le Mans/Arnage
LMI,Lumi Airport,-3.476839511,142.0412922,PG,Lumi
,Heli Montsiá - Amposta Heliport,40.66640091,0.564722002,ES,Tarragona
LML,Lae Island Airport,8.921110153,166.2649994,MH,Lae Island
,Los Martínez Del Puerto Airport,37.83681667,-1.097666667,ES,Murcia
,La Morgal Airport,43.42919922,-5.830560207,ES,Oviedo
,Manresa Airport,41.76530075,1.861670017,ES,Manresa
,Casarrubios Del Monte Airport,40.235001,-4.02639,ES,Toledo
,Muchamiel Airport,38.44060135,-0.47527799,ES,Muchamiel
,La Mancha-Toledo Airport,39.56209946,-3.250750065,ES,Toledo
,Benabarre Airport,42.0228,0.482222,ES,Huesca
,Cala'n Blanes Heliport,39.99750137,3.813329935,ES,Menorca Island
,La Caminera,38.6686679,-3.3031456,ES,
,Nou Hospital De Mataró Heliport,41.56079865,2.429719925,ES,Mataró
,Hospital Can Misses Heliport,38.91749954,1.419440031,ES,Ibiza Island
,La Centenera,38.11489,-4.11547,ES,Marmolejo
LMM,Valle del Fuerte International Airport,25.68519974,-109.0810013,MX,Los Mochis
,Ocaña Airport,39.9375,-3.503329992,ES,Toledo
,Parque De Bomberos De Orriols Heliport,42.13219833,2.903889894,ES,Orriols
,Aeródromo de los Oteros,42.33305556,-5.451944444,ES,Pajares de Los Oteros
,Ontur Airport,38.6169014,-1.524999976,ES,Ontur
LMN,Limbang Airport,4.808300018,115.0100021,MY,Limbang
,Autoridad Portuaria de Barcelona Heliport,41.36429977,2.183010101,ES,Barcelona
,Casas de los Pinos Airport,39.2981987,-2.378720045,ES,Cuenca
LMO,RAF Lossiemouth,57.7052002,-3.339169979,GB,Lossiemouth
,Palma Del Río Airport,37.71530151,-5.213560104,ES,Palma del Rio
,Mas Passamaner Heliport,41.18590164,1.159919977,ES,Reus
,Costa Norte-Puerto de Viveiro-Celeiro Heliport,43.67480087,-7.595230103,ES,Vivero
,El Portinyol Heliport,41.58349991,2.560790062,ES,Barcelona
